Date,areturns
2004/5/9,1.60864139
2004/5/16,0.6581642
2004/5/23,0.91177338
2004/5/30,1.88970506
2004/6/6,0.76378739
2004/6/13,0.10790635
2004/6/20,0.29509732
2004/6/27,0.16913767
2004/7/4,1.30772412
2004/7/11,0.85901159
2004/7/18,0.92307973
2004/7/25,0.9833895
2004/8/1,0.9116146
2004/8/8,2.58575296
2004/8/15,0.36441925
2004/8/22,1.89720023
2004/8/29,0.65161127
2004/9/5,1.17255056
2004/9/12,0.53518051
2004/9/19,0.00534112
2004/9/26,1.25064528
2004/10/3,2.00023437
2004/10/10,0.79801333
2004/10/17,1.42980587
2004/10/24,0.02078664
2004/10/31,2.31948757
2004/11/7,2.78705025
2004/11/14,1.36003578
2004/11/21,0.15257211
2004/11/28,0.30815724
2004/12/5,0.40030465
2004/12/12,0.89941251
2004/12/19,0.36925647
2004/12/26,0.75660467
2005/1/2,0.87896836
2005/1/9,1.07261622
2005/1/16,0.1137321
2005/1/23,1.32838523
2005/1/30,1.03085732
2005/2/6,1.33930087
2005/2/13,0.66706187
2005/2/20,0.94959277
2005/2/27,1.07173061
2005/3/6,0.80687243
2005/3/13,1.35347247
2005/3/20,1.56781077
2005/3/27,0.71599048
2005/4/3,0.50293237
2005/4/10,0.33926481
2005/4/17,2.94415998
2005/4/24,0.72026408
2005/5/1,0.28967711
2005/5/8,1.05362082
2005/5/15,0.3702977
2005/5/22,2.05277085
2005/5/29,0.49342933
2005/6/5,0.03423685
2005/6/12,0.34392089
2005/6/19,1.01741159
2005/6/26,1.43457139
2005/7/3,0.03759775
2005/7/10,1.54626679
2005/7/17,1.07742834
2005/7/24,0.28664029
2005/7/31,0.72592038
2005/8/7,0.91093767
2005/8/14,0.06915179
2005/8/21,0.88005662
2005/8/28,0.47802091
2005/9/4,1.2907486
2005/9/11,0.57604247
2005/9/18,0.71046084
2005/9/25,0.81753206
2005/10/2,0.26241753
2005/10/9,2.57300162
2005/10/16,0.16590172
2005/10/23,0.2918649
2005/10/30,0.96136051
2005/11/6,1.6711514
2005/11/13,0.94229084
2005/11/20,1.83614326
2005/11/27,0.28854966
2005/12/4,0.35050908
2005/12/11,0.04593768
2005/12/18,0.07599987
2005/12/25,0.09888303
2006/1/1,0.12907109
2006/1/8,2.0099268
2006/1/15,0.23006552
2006/1/22,1.18803704
2006/1/29,0.99970037
2006/2/5,1.32702613
2006/2/12,0.45646569
2006/2/19,1.43720019
2006/2/26,0.04425191
2006/3/5,0.53156406
2006/3/12,0.45951003
2006/3/19,1.26583254
2006/3/26,0.26994073
2006/4/2,0.1238014
2006/4/9,0.53068936
2006/4/16,0.21927625
2006/4/23,0.73882329
2006/4/30,0.13153869
2006/5/7,0.97837049
2006/5/14,2.36890459
2006/5/21,2.29313374
2006/5/28,0.75562358
2006/6/4,0.08656374
2006/6/11,2.4979558
2006/6/18,0.64189923
2006/6/25,0.22916116
2006/7/2,2.27840376
2006/7/9,0.46641645
2006/7/16,2.02508688
2006/7/23,1.25530422
2006/7/30,1.27711689
2006/8/6,0.07773363
2006/8/13,0.23380435
2006/8/20,1.58663058
2006/8/27,0.19108967
2006/9/3,0.52218717
2006/9/10,0.18055375
2006/9/17,1.18262017
2006/9/24,0.47418493
2006/10/1,0.88282752
2006/10/8,0.98944044
2006/10/15,1.04560554
2006/10/22,0.65470523
2006/10/29,0.2604697
2006/11/5,0.14658713
2006/11/12,0.77688956
2006/11/19,1.10911596
2006/11/26,0.69967973
2006/12/3,1.04578161
2006/12/10,0.29641318
2006/12/17,0.98087156
2006/12/24,0.46531865
2006/12/31,0.11846001
2007/1/7,0.44440377
2007/1/14,1.11066306
2007/1/21,0.02238905
2007/1/28,0.19865835
2007/2/4,1.48028743
2007/2/11,0.27695858
2007/2/18,0.9391492
2007/2/25,1.70575404
2007/3/4,2.94507742
2007/3/11,0.35386264
2007/3/18,0.72816408
2007/3/25,1.80369282
2007/4/1,0.12440593
2007/4/8,1.04197288
2007/4/15,1.2957871
2007/4/22,1.35031664
2007/4/29,0.55384284
2007/5/6,1.13915396
2007/5/13,0.29186234
2007/5/20,1.21344364
2007/5/27,0.23005128
2007/6/3,0.85578758
2007/6/10,1.80613887
2007/6/17,1.55996382
2007/6/24,1.46395147
2007/7/1,0.59826899
2007/7/8,0.65880769
2007/7/15,1.68974137
2007/7/22,1.12778795
2007/7/29,4.19566727
2007/8/5,0.14379959
2007/8/12,2.09945345
2007/8/19,0.29264972
2007/8/26,1.25936544
2007/9/2,0.84738803
2007/9/9,0.54094779
2007/9/16,2.27655816
2007/9/23,1.48392296
2007/9/30,1.13808954
2007/10/7,1.16038692
2007/10/14,0.46204364
2007/10/21,2.09433556
2007/10/28,1.16782069
2007/11/4,2.0192802
2007/11/11,2.6190269
2007/11/18,1.63471925
2007/11/25,0.25279006
2007/12/2,2.64083171
2007/12/9,1.64290273
2007/12/16,2.42852569
2007/12/23,1.54714262
2007/12/30,1.14975035
2008/1/6,3.59362221
2008/1/13,1.16689992
2008/1/20,5.11030865
2008/1/27,1.81326246
2008/2/3,0.93489766
2008/2/10,1.38605726
2008/2/17,0.53841805
2008/2/24,1.02298951
2008/3/2,2.03038621
2008/3/9,2.8340385
2008/3/16,0.13691254
2008/3/23,3.18769765
2008/3/30,0.23076122
2008/4/6,1.95332313
2008/4/13,1.63122225
2008/4/20,2.66484141
2008/4/27,0.86377442
2008/5/4,1.1782372
2008/5/11,0.57231718
2008/5/18,1.11979997
2008/5/25,2.07001758
2008/6/1,0.08726255
2008/6/8,1.71130466
2008/6/15,1.04979181
2008/6/22,1.9825747
2008/6/29,3.43235064
2008/7/6,1.50204682
2008/7/13,1.75699294
2008/7/20,2.56816769
2008/7/27,0.75786251
2008/8/3,0.93131924
2008/8/10,1.45494628
2008/8/17,0.49975556
2008/8/24,0.32756457
2008/8/31,0.47183469
2008/9/7,3.3737793
2008/9/14,2.25759649
2008/9/21,0.34138981
2008/9/28,3.09048033
2008/10/5,10.32189178
2008/10/12,10.15319347
2008/10/19,0.12398402
2008/10/26,4.65263939
2008/11/2,7.62032652
2008/11/9,7.04052448
2008/11/16,4.55579329
2008/11/23,3.52704573
2008/11/30,3.38968754
2008/12/7,3.00466204
2008/12/14,0.46617937
2008/12/21,1.42808878
2008/12/28,1.00660408
2009/1/4,4.65142584
2009/1/11,5.20996618
2009/1/18,4.80301046
2009/1/25,0.99780792
2009/2/1,1.15280604
2009/2/8,1.87296033
2009/2/15,4.60985804
2009/2/22,5.41294718
2009/3/1,6.06733084
2009/3/8,3.18375754
2009/3/15,10.0548315
2009/3/22,4.22182512
2009/3/29,1.24640226
2009/4/5,2.66358495
2009/4/12,2.60049844
2009/4/19,0.00352026
2009/4/26,1.02208447
2009/5/3,4.09924603
2009/5/10,1.27764511
2009/5/17,0.90124834
2009/5/24,0.5303241
2009/5/31,3.84383249
2009/6/7,1.24640775
2009/6/14,1.39796948
2009/6/21,2.34609175
2009/6/28,1.7742399
2009/7/5,3.56689548
2009/7/12,1.27681601
2009/7/19,5.32056713
2009/7/26,3.19770503
2009/8/2,1.89575887
2009/8/9,0.59274858
2009/8/16,0.64010525
2009/8/23,2.65920091
2009/8/30,0.81912726
2009/9/6,0.4868626
2009/9/13,3.13063931
2009/9/20,1.3960743
2009/9/27,1.03451502
2009/10/4,1.28983963
2009/10/11,3.27489519
2009/10/18,1.41772103
2009/10/25,2.00014663
2009/11/1,2.02787399
2009/11/8,3.50289273
2009/11/15,1.65296888
2009/11/22,0.02450024
2009/11/29,0.04084374
2009/12/6,0.17252181
2009/12/13,0.78132814
2009/12/20,0.20216605
2009/12/27,1.48436368
2010/1/3,0.3301619
2010/1/10,1.12080252
2010/1/17,0.00699845
2010/1/24,3.87074757
2010/1/31,0.84627002
2010/2/7,2.26680374
2010/2/14,2.07992935
2010/2/21,1.62452054
2010/2/28,0.66078293
2010/3/7,2.26608515
2010/3/14,1.58540344
2010/3/21,0.98763937
2010/3/28,0.25370923
2010/4/4,1.2576412
2010/4/11,1.07146478
2010/4/18,0.48786601
2010/4/25,0.02327727
2010/5/2,1.29385257
2010/5/9,3.52217674
2010/5/16,1.05305433
2010/5/23,5.13598871
2010/5/30,1.43351507
2010/6/6,2.12951326
2010/6/13,3.03700447
2010/6/20,0.65843326
2010/6/27,4.28524971
2010/7/4,2.3428576
2010/7/11,4.72853422
2010/7/18,0.58606911
2010/7/25,2.70345545
2010/8/1,0.8207835
2010/8/8,0.16228235
2010/8/15,2.80714321
2010/8/22,1.97183621
2010/8/29,0.5928334
2010/9/5,3.61601782
2010/9/12,1.82700455
2010/9/19,1.52638936
2010/9/26,0.72525144
2010/10/3,0.6499536
2010/10/10,1.58741212
2010/10/17,0.72647524
2010/10/24,0.65064299
2010/10/31,0.43771812
2010/11/7,2.68048692
2010/11/14,2.20902133
2010/11/21,0.0988697
2010/11/28,0.31138307
2010/12/5,2.79860616
2010/12/12,1.13209391
2010/12/19,0.91427463
2010/12/26,0.69550049
2011/1/2,0.68990183
2011/1/9,0.65359998
2011/1/16,1.04932129
2011/1/23,0.00310441
2011/1/30,0.48663121
2011/2/6,1.68144464
2011/2/13,0.99051267
2011/2/20,0.22263506
2011/2/27,0.97846323
2011/3/6,0.55040002
2011/3/13,2.56734443
2011/3/20,0.12510587
2011/3/27,2.15363359
2011/4/3,1.18440747
2011/4/10,0.66974002
2011/4/17,0.48981813
2011/4/24,2.08285856
2011/5/1,1.03952742
2011/5/8,1.00747502
2011/5/15,0.52523118
2011/5/22,0.81593889
2011/5/29,0.22168602
2011/6/5,2.73786068
2011/6/12,1.21678591
2011/6/19,0.235705
2011/6/26,0.56248677
2011/7/3,3.66057348
2011/7/10,0.35822684
2011/7/17,0.97550339
2011/7/24,1.21677041
2011/7/31,4.03415823
2011/8/7,9.10342026
2011/8/14,2.24355674
2011/8/21,3.6120553
2011/8/28,4.36456299
2011/9/4,0.83891636
2011/9/11,1.07712805
2011/9/18,2.28685427
2011/9/25,4.04548168
2011/10/2,1.67408013
2011/10/9,4.57762337
2011/10/16,2.47123241
2011/10/23,1.88890803
2011/10/30,1.62245703
2011/11/6,0.02149973
2011/11/13,0.48483402
2011/11/20,4.40716505
2011/11/27,0.28621164
2011/12/4,4.56798553
2011/12/11,1.6255945
2011/12/18,0.6124717
2011/12/25,2.72943926
2012/1/1,0.80645156
2012/1/8,1.26738918
2012/1/15,0.91451788
2012/1/22,1.59959269
2012/1/29,0.0356785
2012/2/5,1.93719864
2012/2/12,0.42164543
2012/2/19,0.87313241
2012/2/26,0.52508104
2012/3/4,0.44771862
2012/3/11,1.38226497
2012/3/18,1.83891225
2012/3/25,0.00711749
2012/4/1,0.26621303
2012/4/8,2.25254321
2012/4/15,0.27307722
2012/4/22,0.26436633
2012/4/29,1.80608702
2012/5/6,2.29477572
2012/5/13,2.0931437
2012/5/20,2.2915051
2012/5/27,0.82041657
2012/6/3,2.09074521
2012/6/10,1.87793779
2012/6/17,2.15142703
2012/6/24,1.549685
2012/7/1,2.44940472
2012/7/8,0.45297864
2012/7/15,0.35515305
2012/7/22,0.23224437
2012/7/29,1.77138305
2012/8/5,0.98827285
2012/8/12,0.98435384
2012/8/19,0.80031335
2012/8/26,0.49445853
2012/9/2,0.36061874
2012/9/9,2.15444446
2012/9/16,1.92558503
2012/9/23,0.75404048
2012/9/30,0.31921348
2012/10/7,0.32092738
2012/10/14,0.48054051
2012/10/21,0.98650485
2012/10/28,1.1810472
2012/11/4,0.28533801
2012/11/11,3.02953291
2012/11/18,0.16818592
2012/11/25,2.20164418
2012/12/2,0.3911584
2012/12/9,0.6942575
2012/12/16,0.55016953
2012/12/23,0.06157291
2012/12/30,0.19509397
2013/1/6,2.3744297
2013/1/13,0.73775989
2013/1/20,1.12842739
2013/1/27,0.87197775
2013/2/3,0.30168825
2013/2/10,0.71310955
2013/2/17,0.27689508
2013/2/24,1.13476491
2013/3/3,1.60331428
2013/3/10,1.56165123
2013/3/17,0.31513214
2013/3/24,0.02698154
2013/3/31,0.49029687
2013/4/7,0.17265303
2013/4/14,0.36386153
2013/4/21,0.56225872
2013/4/28,1.59077382
2013/5/5,1.84919345
2013/5/12,1.4230696
2013/5/19,1.28607559
2013/5/26,0.57890779
2013/6/2,1.14760947
2013/6/9,0.22594096
2013/6/16,0.43510813
2013/6/23,2.90668917
2013/6/30,1.49716794
2013/7/7,1.9549973
2013/7/14,2.10786223
2013/7/21,0.71948445
2013/7/28,0.19396119
2013/8/4,0.86563414
2013/8/11,0.63498968
2013/8/18,2.3593328
2013/8/25,0.18950517
2013/9/1,0.45737442
2013/9/8,1.82937241
2013/9/15,1.72589195
2013/9/22,0.29414186
2013/9/29,0.74434268
2013/10/6,1.22564518
2013/10/13,2.01444268
2013/10/20,2.32068515
2013/10/27,0.98414028
2013/11/3,0.1174908
2013/11/10,0.22450124
2013/11/17,1.24669802
2013/11/24,0.70953292
2013/12/1,0.21857196
2013/12/8,0.11119327
2013/12/15,0.60500813
2013/12/22,2.04446197
2013/12/29,1.146896
2014/1/5,0.54849964
2014/1/12,0.23402978
2014/1/19,0.32219616
2014/1/26,2.7076292
2014/2/2,1.57800817
2014/2/9,2.08260155
2014/2/16,1.81090641
2014/2/23,0.45189673
2014/3/2,1.01260054
2014/3/9,0.65379494
2014/3/16,0.94736898
2014/3/23,0.37556711
2014/3/30,0.44287458
2014/4/6,0.34578958
2014/4/13,1.48449266
2014/4/20,1.95924711
2014/4/27,0.09717447
