building_category,building_code,heating_systems,year,heating_system_share
house,PRE_TEK49,DH,2023,0.021331511356583316
house,PRE_TEK49,DH - Bio,2023,0.007658006683126973
house,PRE_TEK49,Electric boiler,2023,0.02567759309318968
house,PRE_TEK49,Electric boiler - Solar,2023,0.0003008594060781024
house,PRE_TEK49,Electricity,2023,0.0521984906804366
house,PRE_TEK49,Electricity - Bio,2023,0.22473263766823653
house,PRE_TEK49,HP - Bio - Electricity,2023,0.5649908788840201
house,PRE_TEK49,HP - Electricity,2023,0.09929473189808152
house,PRE_TEK49,HP Central heating - Electric boiler,2023,0.0038152903302471042
house,TEK07,DH,2023,0.021331511356583316
house,TEK07,DH - Bio,2023,0.007658006683126973
house,TEK07,Electric boiler,2023,0.02567759309318968
house,TEK07,Electric boiler - Solar,2023,0.0003008594060781024
house,TEK07,Electricity,2023,0.0521984906804366
house,TEK07,Electricity - Bio,2023,0.22473263766823653
house,TEK07,HP - Bio - Electricity,2023,0.5649908788840201
house,TEK07,HP - Electricity,2023,0.09929473189808152
house,TEK07,HP Central heating - Electric boiler,2023,0.0038152903302471042
house,TEK10,DH,2023,0.021331511356583316
house,TEK10,DH - Bio,2023,0.007658006683126973
house,TEK10,Electric boiler,2023,0.02567759309318968
house,TEK10,Electric boiler - Solar,2023,0.0003008594060781024
house,TEK10,Electricity,2023,0.0521984906804366
house,TEK10,Electricity - Bio,2023,0.22473263766823653
house,TEK10,HP - Bio - Electricity,2023,0.5649908788840201
house,TEK10,HP - Electricity,2023,0.09929473189808152
house,TEK10,HP Central heating - Electric boiler,2023,0.0038152903302471042
house,TEK17,DH,2023,0.021331511356583316
house,TEK17,DH - Bio,2023,0.007658006683126973
house,TEK17,Electric boiler,2023,0.02567759309318968
house,TEK17,Electric boiler - Solar,2023,0.0003008594060781024
house,TEK17,Electricity,2023,0.0521984906804366
house,TEK17,Electricity - Bio,2023,0.22473263766823653
house,TEK17,HP - Bio - Electricity,2023,0.5649908788840201
house,TEK17,HP - Electricity,2023,0.09929473189808152
house,TEK49,DH,2023,0.021331511356583316
house,TEK49,DH - Bio,2023,0.007658006683126973
house,TEK49,Electric boiler,2023,0.02567759309318968
house,TEK49,Electric boiler - Solar,2023,0.0003008594060781024
house,TEK49,Electricity,2023,0.0521984906804366
house,TEK49,Electricity - Bio,2023,0.22473263766823653
house,TEK49,HP - Bio - Electricity,2023,0.5649908788840201
house,TEK49,HP - Electricity,2023,0.09929473189808152
house,TEK49,HP Central heating - Electric boiler,2023,0.0038152903302471042
house,TEK69,DH,2023,0.021331511356583316
house,TEK69,DH - Bio,2023,0.007658006683126973
house,TEK69,Electric boiler,2023,0.02567759309318968
house,TEK69,Electric boiler - Solar,2023,0.0003008594060781024
house,TEK69,Electricity,2023,0.0521984906804366
house,TEK69,Electricity - Bio,2023,0.22473263766823653
house,TEK69,HP - Bio - Electricity,2023,0.5649908788840201
house,TEK69,HP - Electricity,2023,0.09929473189808152
house,TEK69,HP Central heating - Electric boiler,2023,0.0038152903302471042
house,TEK87,DH,2023,0.021331511356583316
house,TEK87,DH - Bio,2023,0.007658006683126973
house,TEK87,Electric boiler,2023,0.02567759309318968
house,TEK87,Electric boiler - Solar,2023,0.0003008594060781024
house,TEK87,Electricity,2023,0.0521984906804366
house,TEK87,Electricity - Bio,2023,0.22473263766823653
house,TEK87,HP - Bio - Electricity,2023,0.5649908788840201
house,TEK87,HP - Electricity,2023,0.09929473189808152
house,TEK87,HP Central heating - Electric boiler,2023,0.0038152903302471042
house,TEK97,DH,2023,0.021331511356583316
house,TEK97,DH - Bio,2023,0.007658006683126973
house,TEK97,Electric boiler,2023,0.02567759309318968
house,TEK97,Electric boiler - Solar,2023,0.0003008594060781024
house,TEK97,Electricity,2023,0.0521984906804366
house,TEK97,Electricity - Bio,2023,0.22473263766823653
house,TEK97,HP - Bio - Electricity,2023,0.5649908788840201
house,TEK97,HP - Electricity,2023,0.09929473189808152
house,TEK97,HP Central heating - Electric boiler,2023,0.0038152903302471042
house,TEK17,HP Central heating - Electric boiler,2023,0.0038152903302471042
apartment_block,PRE_TEK49,DH,2023,0.20675904045112878
apartment_block,PRE_TEK49,DH - Bio,2023,0.003394660630861671
apartment_block,PRE_TEK49,Electric boiler,2023,0.05601702600578143
apartment_block,PRE_TEK49,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,PRE_TEK49,Electricity,2023,0.4560101624930742
apartment_block,PRE_TEK49,Electricity - Bio,2023,0.11280168181666272
apartment_block,PRE_TEK49,HP - Electricity,2023,0.007304631698217375
apartment_block,PRE_TEK49,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,PRE_TEK49,HP Central heating - Electric boiler,2023,0.14870893558499423
apartment_block,TEK07,DH,2023,0.20675904045112878
apartment_block,TEK07,DH - Bio,2023,0.003394660630861671
apartment_block,TEK07,Electric boiler,2023,0.05601702600578143
apartment_block,TEK07,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,TEK07,Electricity,2023,0.4560101624930742
apartment_block,TEK07,Electricity - Bio,2023,0.11280168181666272
apartment_block,TEK07,HP - Electricity,2023,0.007304631698217375
apartment_block,TEK07,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,TEK07,HP Central heating - Electric boiler,2023,0.14870893558499423
apartment_block,TEK10,DH,2023,0.20675904045112878
apartment_block,TEK10,DH - Bio,2023,0.003394660630861671
apartment_block,TEK10,Electric boiler,2023,0.05601702600578143
apartment_block,TEK10,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,TEK10,Electricity,2023,0.4560101624930742
apartment_block,TEK10,Electricity - Bio,2023,0.11280168181666272
apartment_block,TEK10,HP - Electricity,2023,0.007304631698217375
apartment_block,TEK10,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,TEK10,HP Central heating - Electric boiler,2023,0.14870893558499423
apartment_block,TEK17,DH,2023,0.20675904045112878
apartment_block,TEK17,DH - Bio,2023,0.003394660630861671
apartment_block,TEK17,Electric boiler,2023,0.05601702600578143
apartment_block,TEK17,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,TEK17,Electricity,2023,0.4560101624930742
apartment_block,TEK17,Electricity - Bio,2023,0.11280168181666272
apartment_block,TEK17,HP - Electricity,2023,0.007304631698217375
apartment_block,TEK17,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,TEK17,HP Central heating - Electric boiler,2023,0.14870893558499423
apartment_block,TEK49,DH,2023,0.20675904045112878
apartment_block,TEK49,DH - Bio,2023,0.003394660630861671
apartment_block,TEK49,Electric boiler,2023,0.05601702600578143
apartment_block,TEK49,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,TEK49,Electricity,2023,0.4560101624930742
apartment_block,TEK49,Electricity - Bio,2023,0.11280168181666272
apartment_block,TEK49,HP - Electricity,2023,0.007304631698217375
apartment_block,TEK49,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,TEK49,HP Central heating - Electric boiler,2023,0.14870893558499423
apartment_block,TEK69,DH,2023,0.20675904045112878
apartment_block,TEK69,DH - Bio,2023,0.003394660630861671
apartment_block,TEK69,Electric boiler,2023,0.05601702600578143
apartment_block,TEK69,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,TEK69,Electricity,2023,0.4560101624930742
apartment_block,TEK69,Electricity - Bio,2023,0.11280168181666272
apartment_block,TEK69,HP - Electricity,2023,0.007304631698217375
apartment_block,TEK69,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,TEK69,HP Central heating - Electric boiler,2023,0.14870893558499423
apartment_block,TEK87,DH,2023,0.20675904045112878
apartment_block,TEK87,DH - Bio,2023,0.003394660630861671
apartment_block,TEK87,Electric boiler,2023,0.05601702600578143
apartment_block,TEK87,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,TEK87,Electricity,2023,0.4560101624930742
apartment_block,TEK87,Electricity - Bio,2023,0.11280168181666272
apartment_block,TEK87,HP - Electricity,2023,0.007304631698217375
apartment_block,TEK87,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,TEK87,HP Central heating - Electric boiler,2023,0.14870893558499423
apartment_block,TEK97,DH,2023,0.20675904045112878
apartment_block,TEK97,DH - Bio,2023,0.003394660630861671
apartment_block,TEK97,Electric boiler,2023,0.05601702600578143
apartment_block,TEK97,Electric boiler - Solar,2023,0.00033906686802222935
apartment_block,TEK97,Electricity,2023,0.4560101624930742
apartment_block,TEK97,Electricity - Bio,2023,0.11280168181666272
apartment_block,TEK97,HP - Electricity,2023,0.007304631698217375
apartment_block,TEK97,HP Central heating - Bio,2023,0.008664794451257389
apartment_block,TEK97,HP Central heating - Electric boiler,2023,0.14870893558499423
culture,PRE_TEK49,DH,2023,0.31824535737637644
culture,PRE_TEK49,DH - Bio,2023,0.000214225096904963
culture,PRE_TEK49,Electric boiler,2023,0.05968451370903524
culture,PRE_TEK49,Electric boiler - Solar,2023,0.0002493794096936836
culture,PRE_TEK49,Electricity,2023,0.07068188961882116
culture,PRE_TEK49,Electricity - Bio,2023,0.021674094557190902
culture,PRE_TEK49,Gas,2023,0.001656504475940886
culture,PRE_TEK49,HP - Electricity,2023,0.1632849356867121
culture,PRE_TEK49,HP Central heating - Bio,2023,0.00019362655741005704
culture,PRE_TEK49,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,PRE_TEK49,HP Central heating - Gas,2023,7.196160696758601e-05
culture,TEK07,DH,2023,0.31824535737637644
culture,TEK07,DH - Bio,2023,0.000214225096904963
culture,TEK07,Electric boiler,2023,0.05968451370903524
culture,TEK07,Electric boiler - Solar,2023,0.0002493794096936836
culture,TEK07,Electricity,2023,0.07068188961882116
culture,TEK07,Electricity - Bio,2023,0.021674094557190902
culture,TEK07,Gas,2023,0.001656504475940886
culture,TEK07,HP - Electricity,2023,0.1632849356867121
culture,TEK07,HP Central heating - Bio,2023,0.00019362655741005704
culture,TEK07,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,TEK07,HP Central heating - Gas,2023,7.196160696758601e-05
culture,TEK10,DH,2023,0.31824535737637644
culture,TEK10,DH - Bio,2023,0.000214225096904963
culture,TEK10,Electric boiler,2023,0.05968451370903524
culture,TEK10,Electric boiler - Solar,2023,0.0002493794096936836
culture,TEK10,Electricity,2023,0.07068188961882116
culture,TEK10,Electricity - Bio,2023,0.021674094557190902
culture,TEK10,Gas,2023,0.001656504475940886
culture,TEK10,HP - Electricity,2023,0.1632849356867121
culture,TEK10,HP Central heating - Bio,2023,0.00019362655741005704
culture,TEK10,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,TEK10,HP Central heating - Gas,2023,7.196160696758601e-05
culture,TEK17,DH,2023,0.31824535737637644
culture,TEK17,DH - Bio,2023,0.000214225096904963
culture,TEK17,Electric boiler,2023,0.05968451370903524
culture,TEK17,Electric boiler - Solar,2023,0.0002493794096936836
culture,TEK17,Electricity,2023,0.07068188961882116
culture,TEK17,Electricity - Bio,2023,0.021674094557190902
culture,TEK17,Gas,2023,0.001656504475940886
culture,TEK17,HP - Electricity,2023,0.1632849356867121
culture,TEK17,HP Central heating - Bio,2023,0.00019362655741005704
culture,TEK17,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,TEK17,HP Central heating - Gas,2023,7.196160696758601e-05
culture,TEK49,DH,2023,0.31824535737637644
culture,TEK49,DH - Bio,2023,0.000214225096904963
culture,TEK49,Electric boiler,2023,0.05968451370903524
culture,TEK49,Electric boiler - Solar,2023,0.0002493794096936836
culture,TEK49,Electricity,2023,0.07068188961882116
culture,TEK49,Electricity - Bio,2023,0.021674094557190902
culture,TEK49,Gas,2023,0.001656504475940886
culture,TEK49,HP - Electricity,2023,0.1632849356867121
culture,TEK49,HP Central heating - Bio,2023,0.00019362655741005704
culture,TEK49,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,TEK49,HP Central heating - Gas,2023,7.196160696758601e-05
culture,TEK69,DH,2023,0.31824535737637644
culture,TEK69,DH - Bio,2023,0.000214225096904963
culture,TEK69,Electric boiler,2023,0.05968451370903524
culture,TEK69,Electric boiler - Solar,2023,0.0002493794096936836
culture,TEK69,Electricity,2023,0.07068188961882116
culture,TEK69,Electricity - Bio,2023,0.021674094557190902
culture,TEK69,Gas,2023,0.001656504475940886
culture,TEK69,HP - Electricity,2023,0.1632849356867121
culture,TEK69,HP Central heating - Bio,2023,0.00019362655741005704
culture,TEK69,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,TEK69,HP Central heating - Gas,2023,7.196160696758601e-05
culture,TEK87,DH,2023,0.31824535737637644
culture,TEK87,DH - Bio,2023,0.000214225096904963
culture,TEK87,Electric boiler,2023,0.05968451370903524
culture,TEK87,Electric boiler - Solar,2023,0.0002493794096936836
culture,TEK87,Electricity,2023,0.07068188961882116
culture,TEK87,Electricity - Bio,2023,0.021674094557190902
culture,TEK87,Gas,2023,0.001656504475940886
culture,TEK87,HP - Electricity,2023,0.1632849356867121
culture,TEK87,HP Central heating - Bio,2023,0.00019362655741005704
culture,TEK87,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,TEK87,HP Central heating - Gas,2023,7.196160696758601e-05
culture,TEK97,DH,2023,0.31824535737637644
culture,TEK97,DH - Bio,2023,0.000214225096904963
culture,TEK97,Electric boiler,2023,0.05968451370903524
culture,TEK97,Electric boiler - Solar,2023,0.0002493794096936836
culture,TEK97,Electricity,2023,0.07068188961882116
culture,TEK97,Electricity - Bio,2023,0.021674094557190902
culture,TEK97,Gas,2023,0.001656504475940886
culture,TEK97,HP - Electricity,2023,0.1632849356867121
culture,TEK97,HP Central heating - Bio,2023,0.00019362655741005704
culture,TEK97,HP Central heating - Electric boiler,2023,0.36404351190494705
culture,TEK97,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,PRE_TEK49,DH,2023,0.31824535737637644
hospital,PRE_TEK49,DH - Bio,2023,0.000214225096904963
hospital,PRE_TEK49,Electric boiler,2023,0.05968451370903524
hospital,PRE_TEK49,Electric boiler - Solar,2023,0.0002493794096936836
hospital,PRE_TEK49,Electricity,2023,0.07068188961882116
hospital,PRE_TEK49,Electricity - Bio,2023,0.021674094557190902
hospital,PRE_TEK49,Gas,2023,0.001656504475940886
hospital,PRE_TEK49,HP - Electricity,2023,0.1632849356867121
hospital,PRE_TEK49,HP Central heating - Bio,2023,0.00019362655741005704
hospital,PRE_TEK49,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,PRE_TEK49,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,TEK07,DH,2023,0.31824535737637644
hospital,TEK07,DH - Bio,2023,0.000214225096904963
hospital,TEK07,Electric boiler,2023,0.05968451370903524
hospital,TEK07,Electric boiler - Solar,2023,0.0002493794096936836
hospital,TEK07,Electricity,2023,0.07068188961882116
hospital,TEK07,Electricity - Bio,2023,0.021674094557190902
hospital,TEK07,Gas,2023,0.001656504475940886
hospital,TEK07,HP - Electricity,2023,0.1632849356867121
hospital,TEK07,HP Central heating - Bio,2023,0.00019362655741005704
hospital,TEK07,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,TEK07,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,TEK10,DH,2023,0.31824535737637644
hospital,TEK10,DH - Bio,2023,0.000214225096904963
hospital,TEK10,Electric boiler,2023,0.05968451370903524
hospital,TEK10,Electric boiler - Solar,2023,0.0002493794096936836
hospital,TEK10,Electricity,2023,0.07068188961882116
hospital,TEK10,Electricity - Bio,2023,0.021674094557190902
hospital,TEK10,Gas,2023,0.001656504475940886
hospital,TEK10,HP - Electricity,2023,0.1632849356867121
hospital,TEK10,HP Central heating - Bio,2023,0.00019362655741005704
hospital,TEK10,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,TEK10,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,TEK17,DH,2023,0.31824535737637644
hospital,TEK17,DH - Bio,2023,0.000214225096904963
hospital,TEK17,Electric boiler,2023,0.05968451370903524
hospital,TEK17,Electric boiler - Solar,2023,0.0002493794096936836
hospital,TEK17,Electricity,2023,0.07068188961882116
hospital,TEK17,Electricity - Bio,2023,0.021674094557190902
hospital,TEK17,Gas,2023,0.001656504475940886
hospital,TEK17,HP - Electricity,2023,0.1632849356867121
hospital,TEK17,HP Central heating - Bio,2023,0.00019362655741005704
hospital,TEK17,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,TEK17,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,TEK49,DH,2023,0.31824535737637644
hospital,TEK49,DH - Bio,2023,0.000214225096904963
hospital,TEK49,Electric boiler,2023,0.05968451370903524
hospital,TEK49,Electric boiler - Solar,2023,0.0002493794096936836
hospital,TEK49,Electricity,2023,0.07068188961882116
hospital,TEK49,Electricity - Bio,2023,0.021674094557190902
hospital,TEK49,Gas,2023,0.001656504475940886
hospital,TEK49,HP - Electricity,2023,0.1632849356867121
hospital,TEK49,HP Central heating - Bio,2023,0.00019362655741005704
hospital,TEK49,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,TEK49,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,TEK69,DH,2023,0.31824535737637644
hospital,TEK69,DH - Bio,2023,0.000214225096904963
hospital,TEK69,Electric boiler,2023,0.05968451370903524
hospital,TEK69,Electric boiler - Solar,2023,0.0002493794096936836
hospital,TEK69,Electricity,2023,0.07068188961882116
hospital,TEK69,Electricity - Bio,2023,0.021674094557190902
hospital,TEK69,Gas,2023,0.001656504475940886
hospital,TEK69,HP - Electricity,2023,0.1632849356867121
hospital,TEK69,HP Central heating - Bio,2023,0.00019362655741005704
hospital,TEK69,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,TEK69,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,TEK87,DH,2023,0.31824535737637644
hospital,TEK87,DH - Bio,2023,0.000214225096904963
hospital,TEK87,Electric boiler,2023,0.05968451370903524
hospital,TEK87,Electric boiler - Solar,2023,0.0002493794096936836
hospital,TEK87,Electricity,2023,0.07068188961882116
hospital,TEK87,Electricity - Bio,2023,0.021674094557190902
hospital,TEK87,Gas,2023,0.001656504475940886
hospital,TEK87,HP - Electricity,2023,0.1632849356867121
hospital,TEK87,HP Central heating - Bio,2023,0.00019362655741005704
hospital,TEK87,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,TEK87,HP Central heating - Gas,2023,7.196160696758601e-05
hospital,TEK97,DH,2023,0.31824535737637644
hospital,TEK97,DH - Bio,2023,0.000214225096904963
hospital,TEK97,Electric boiler,2023,0.05968451370903524
hospital,TEK97,Electric boiler - Solar,2023,0.0002493794096936836
hospital,TEK97,Electricity,2023,0.07068188961882116
hospital,TEK97,Electricity - Bio,2023,0.021674094557190902
hospital,TEK97,Gas,2023,0.001656504475940886
hospital,TEK97,HP - Electricity,2023,0.1632849356867121
hospital,TEK97,HP Central heating - Bio,2023,0.00019362655741005704
hospital,TEK97,HP Central heating - Electric boiler,2023,0.36404351190494705
hospital,TEK97,HP Central heating - Gas,2023,7.196160696758601e-05
hotel,PRE_TEK49,DH,2023,0.31824535737637644
hotel,PRE_TEK49,DH - Bio,2023,0.000214225096904963
hotel,PRE_TEK49,Electric boiler,2023,0.05968451370903524
hotel,PRE_TEK49,Electric boiler - Solar,2023,0.0002493794096936836
hotel,PRE_TEK49,Electricity,2023,0.07068188961882116
hotel,PRE_TEK49,Electricity - Bio,2023,0.021674094557190902
hotel,PRE_TEK49,Gas,2023,0.001656504475940886
hotel,PRE_TEK49,HP - Electricity,2023,0.1632849356867121
hotel,PRE_TEK49,HP Central heating - Bio,2023,0.00019362655741005704
hotel,PRE_TEK49,HP Central heating - Electric boiler,2023,0.36404351190494705
hotel,PRE_TEK49,HP Central heating - Gas,2023,7.196160696758601e-05
hotel,TEK07,DH,2023,0.31824535737637644
hotel,TEK07,DH - Bio,2023,0.000214225096904963
hotel,TEK07,Electric boiler,2023,0.05968451370903524
hotel,TEK07,Electric boiler - Solar,2023,0.0002493794096936836
hotel,TEK07,Electricity,2023,0.07068188961882116
hotel,TEK07,Electricity - Bio,2023,0.021674094557190902
hotel,TEK07,Gas,2023,0.001656504475940886
hotel,TEK07,HP - Electricity,2023,0.1632849356867121
hotel,TEK07,HP Central heating - Bio,2023,0.00019362655741005704
hotel,TEK07,HP Central heating - Electric boiler,2023,0.36404351190494705
hotel,TEK07,HP Central heating - Gas,2023,7.196160696758601e-05
hotel,TEK10,DH,2023,0.31824535737637644
hotel,TEK10,DH - Bio,2023,0.000214225096904963
hotel,TEK10,Electric boiler,2023,0.05968451370903524
hotel,TEK10,Electric boiler - Solar,2023,0.0002493794096936836
hotel,TEK10,Electricity,2023,0.07068188961882116
hotel,TEK10,Electricity - Bio,2023,0.021674094557190902
hotel,TEK10,Gas,2023,0.001656504475940886
hotel,TEK10,HP - Electricity,2023,0.1632849356867121
hotel,TEK10,HP Central heating - Bio,2023,0.00019362655741005704
hotel,TEK10,HP Central heating - Electric boiler,2023,0.36404351190494705
hotel,TEK10,HP Central heating - Gas,2023,7.196160696758601e-05
hotel,TEK17,DH,2023,0.31824535737637644
hotel,TEK17,DH - Bio,2023,0.000214225096904963
hotel,TEK17,Electric boiler,2023,0.05968451370903524
hotel,TEK17,Electric boiler - Solar,2023,0.0002493794096936836
hotel,TEK17,Electricity,2023,0.07068188961882116
hotel,TEK17,Electricity - Bio,2023,0.021674094557190902
hotel,TEK17,Gas,2023,0.001656504475940886
hotel,TEK17,HP - Electricity,2023,0.1632849356867121
hotel,TEK17,HP Central heating - Bio,2023,0.00019362655741005704
hotel,TEK17,HP Central heating - Electric boiler,2023,0.36404351190494705
hotel,TEK17,HP Central heating - Gas,2023,7.196160696758601e-05
hotel,TEK49,DH,2023,0.31824535737637644
hotel,TEK49,DH - Bio,2023,0.000214225096904963
hotel,TEK49,Electric boiler,2023,0.05968451370903524
hotel,TEK49,Electric boiler - Solar,2023,0.0002493794096936836
hotel,TEK49,Electricity,2023,0.07068188961882116
hotel,TEK49,Electricity - Bio,2023,0.021674094557190902
hotel,TEK49,Gas,2023,0.001656504475940886
hotel,TEK49,HP - Electricity,2023,0.1632849356867121
hotel,TEK49,HP Central heating - Bio,2023,0.00019362655741005704
